MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
261264624,2026-03-14T06:08:47,19.791692,72.320827,10.5,107.8,104.7,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:11:04,19.789764,72.3276,10.3,108.6,103.4,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:13:55,19.786872,72.336067,11.0,108.7,108.6,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:17:09,19.78399,72.345753,9.9,108.5,109.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:19:49,19.78141,72.353401,10.6,108.6,109.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:22:18,19.779098,72.3612,10.5,108.4,109.4,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:25:52,19.7757,72.371605,10.6,108.5,105.9,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:28:51,19.772946,72.380696,10.7,108.3,104.6,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:31:22,19.770652,72.387829,11.0,108.3,110.0,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:34:55,19.767352,72.398663,10.8,108.6,106.9,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:37:12,19.765102,72.405371,11.1,108.6,104.3,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:40:49,19.761783,72.416287,11.1,107.9,110.0,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:44:02,19.758875,72.425832,10.4,109.0,106.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:46:59,19.755835,72.434621,10.6,109.0,105.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:49:48,19.753371,72.442852,10.4,108.3,107.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:52:55,19.750344,72.452256,10.5,108.8,105.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:55:40,19.747753,72.460432,10.8,108.0,107.9,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T06:58:57,19.74481,72.470301,10.6,108.2,105.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:01:58,19.741891,72.479347,11.3,109.1,110.7,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:04:37,19.739326,72.487161,10.3,108.1,104.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:08:03,19.736388,72.497188,10.8,107.9,106.5,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:11:02,19.733528,72.506278,11.0,109.2,111.5,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:13:53,19.730547,72.515043,10.7,109.1,106.2,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:17:49,19.726902,72.526644,10.5,108.3,106.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:19:54,19.725174,72.532305,10.2,108.3,110.6,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:22:51,19.722306,72.541441,10.6,107.8,107.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:25:48,19.719727,72.550323,10.3,108.2,105.0,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:28:36,19.716997,72.558543,11.1,109.1,107.0,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:32:12,19.713581,72.569223,10.7,109.1,107.3,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:34:42,19.711082,72.576709,10.6,108.4,107.3,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:37:45,19.708383,72.585865,10.6,108.7,111.4,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:40:45,19.70536,72.594636,10.9,108.2,109.9,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:43:36,19.702967,72.60336,10.5,107.8,106.4,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:46:19,19.700309,72.611329,10.5,109.5,109.9,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:49:47,19.696914,72.621543,10.8,108.3,105.7,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:53:16,19.693813,72.632145,10.5,107.6,110.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:56:01,19.691373,72.640047,10.7,109.1,108.5,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T07:59:30,19.687821,72.650555,10.3,109.0,113.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:02:13,19.685353,72.658617,11.0,108.3,107.5,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:05:08,19.682497,72.667617,10.5,108.7,108.0,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:08:37,19.679267,72.677681,10.5,109.5,112.6,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:10:55,19.67694,72.684321,10.7,108.6,113.7,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:13:58,19.674221,72.693605,11.1,107.8,109.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:16:57,19.671423,72.702575,10.7,107.9,109.4,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:20:30,19.668257,72.71321,10.9,109.0,111.6,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:22:57,19.665563,72.720658,10.0,109.3,114.3,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:25:43,19.663119,72.728792,10.3,107.8,104.4,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:29:09,19.66004,72.738906,10.4,108.8,106.6,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:31:39,19.657522,72.746207,10.9,108.9,115.0,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:35:08,19.65424,72.75687,11.0,108.7,107.6,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:38:06,19.651379,72.765442,10.5,109.1,109.5,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:40:53,19.648743,72.773691,10.5,108.9,107.7,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:44:09,19.645558,72.783455,10.9,108.6,108.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:46:25,19.643553,72.790088,10.6,108.3,104.0,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:50:00,19.640121,72.800873,10.8,108.3,107.5,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:52:47,19.63762,72.809157,10.8,108.4,109.2,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:56:59,19.633558,72.821755,10.6,108.8,110.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T08:59:00,19.631679,72.827655,10.4,108.8,110.4,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T09:01:44,19.629104,72.835674,10.5,108.6,112.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T09:04:27,19.626579,72.843724,11.1,108.5,109.9,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T09:08:25,19.622778,72.855732,10.6,108.8,115.1,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T09:10:49,19.620449,72.862868,10.9,108.5,107.5,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T09:13:40,19.617887,72.871248,10.9,108.0,104.8,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261264624,2026-03-14T09:17:04,19.614773,72.881391,10.1,108.1,107.5,MV TEMPEST SPIRIT,IMO1264624,MV4624,79,0,123.0,19.3,7.3,79
261316745,2026-03-15T08:35:25,19.930546,71.785521,7.3,172.4,172.2,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T08:38:07,19.924998,71.786308,7.7,170.9,167.8,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T08:41:17,19.918397,71.787598,7.3,170.6,172.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T08:44:48,19.910866,71.788784,8.0,171.5,173.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T08:47:50,19.904504,71.789815,8.0,169.4,171.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T08:50:09,19.899506,71.791035,7.4,170.0,169.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T08:56:24,19.886965,71.793295,7.3,169.4,165.7,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T08:59:03,19.881197,71.79431,8.0,170.5,170.6,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:02:18,19.874494,71.795507,7.4,170.8,168.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:04:57,19.868943,71.796418,7.9,170.3,173.5,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:08:50,19.860988,71.797964,7.8,170.2,170.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:11:58,19.854557,71.799067,8.1,169.9,167.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:14:16,19.849484,71.800142,7.4,169.7,174.2,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:17:11,19.843446,71.801223,7.8,170.4,170.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:20:47,19.836238,71.802529,8.1,170.6,171.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:23:51,19.829798,71.80363,8.0,169.2,175.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:26:00,19.825198,71.804759,7.5,170.5,171.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:29:21,19.818449,71.805641,7.5,172.0,177.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:32:23,19.811813,71.806766,7.5,169.7,168.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:35:08,19.806356,71.807977,7.0,169.5,170.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:38:33,19.799144,71.809256,8.1,169.7,171.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:41:09,19.793792,71.810403,8.1,170.0,169.6,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:44:13,19.787112,71.811514,8.1,170.8,167.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:47:22,19.780775,71.812643,7.5,170.0,170.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:49:52,19.775684,71.813647,7.6,170.0,170.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:52:40,19.769784,71.814708,7.7,169.5,169.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:56:44,19.761462,71.816441,7.4,170.2,171.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T09:59:09,19.756462,71.817142,7.9,171.6,172.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:03:11,19.747836,71.818568,7.5,170.3,167.8,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:06:07,19.741913,71.819786,7.6,171.4,170.7,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:08:14,19.737334,71.820264,7.8,170.4,166.6,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:12:15,19.729079,71.822089,7.4,168.5,173.6,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:14:45,19.723956,71.823166,7.8,170.0,169.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:17:11,19.718742,71.824033,7.7,170.7,164.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:19:29,19.714128,71.824873,7.9,170.2,168.6,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:23:39,19.705303,71.826499,7.9,170.0,169.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:26:25,19.699549,71.827601,7.8,169.8,166.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:29:34,19.69315,71.828831,7.8,170.6,166.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:32:20,19.68724,71.829768,7.6,171.3,173.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:35:00,19.681682,71.830694,7.4,171.5,170.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:38:15,19.675115,71.831702,7.7,169.6,166.6,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:41:40,19.667928,71.833373,8.2,169.1,166.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:44:17,19.662316,71.834314,7.5,170.6,170.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:47:17,19.656331,71.83541,7.5,170.8,169.7,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:49:52,19.650825,71.836294,7.6,170.1,168.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:53:26,19.643274,71.837842,8.2,170.2,172.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:56:01,19.637817,71.838676,7.7,170.5,165.8,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T10:59:44,19.630427,71.840117,7.8,170.0,176.7,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:02:09,19.625236,71.841027,7.9,170.2,174.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:05:18,19.618628,71.842282,7.4,170.6,170.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:09:11,19.610752,71.843573,7.3,170.0,167.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:11:18,19.606382,71.84457,7.9,170.1,168.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:14:15,19.600072,71.845542,7.9,170.8,174.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:17:37,19.593249,71.846824,7.4,169.1,174.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:19:46,19.588909,71.847818,7.8,170.4,176.2,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:23:52,19.580322,71.849154,7.4,170.3,166.6,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:26:46,19.57426,71.850472,7.9,169.8,171.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:29:36,19.568278,71.851456,7.8,172.1,171.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:31:12,19.564879,71.85186,7.9,169.6,169.6,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:35:19,19.556349,71.853768,7.6,169.3,166.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:37:57,19.550923,71.854646,7.7,170.8,168.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:41:49,19.542707,71.856119,7.5,170.0,167.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:44:47,19.536576,71.857317,7.5,169.7,167.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:47:33,19.530764,71.858419,7.6,170.6,174.2,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:49:59,19.525896,71.85919,7.7,170.5,171.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:53:57,19.517623,71.860742,7.8,170.2,170.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T11:56:19,19.51262,71.861611,7.3,170.7,173.2,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:00:04,19.504993,71.862948,8.0,171.2,173.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:02:30,19.499706,71.863732,7.8,170.1,168.2,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:05:35,19.493326,71.865107,6.9,168.6,174.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:08:15,19.48797,71.866245,7.6,170.0,171.2,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:11:55,19.48035,71.867544,7.6,171.5,165.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:14:38,19.474524,71.868382,7.6,170.1,163.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:17:56,19.467772,71.86988,7.3,169.9,171.8,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:20:28,19.462372,71.870682,8.1,172.0,171.2,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:23:24,19.456364,71.871583,7.5,169.6,164.7,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:26:37,19.449682,71.873162,7.8,169.7,171.5,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:29:56,19.442855,71.874189,7.2,169.9,171.8,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:32:46,19.436909,71.875578,7.9,169.2,168.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:35:28,19.431324,71.876521,7.8,171.6,171.5,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:37:44,19.426433,71.877228,7.6,170.6,170.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:41:42,19.418356,71.878805,7.4,168.9,166.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:43:53,19.413819,71.879858,7.4,170.0,169.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:47:25,19.406493,71.881031,7.9,171.3,172.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:50:22,19.400215,71.882058,7.4,169.2,176.7,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:52:54,19.395128,71.883319,8.1,170.4,176.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T12:56:33,19.387309,71.884381,8.0,171.3,170.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:00:11,19.379832,71.885811,7.7,170.7,167.7,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:02:18,19.375458,71.886436,7.4,171.5,172.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:05:41,19.368306,71.887633,7.7,170.0,168.9,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:09:15,19.360982,71.889143,7.2,169.3,166.8,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:11:43,19.355917,71.890111,7.9,170.1,171.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:14:11,19.350586,71.891073,7.6,171.0,168.7,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:17:30,19.343842,71.892128,7.4,170.1,171.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:20:35,19.337275,71.893533,7.6,169.8,168.0,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:23:55,19.330732,71.894626,7.8,170.1,173.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:26:51,19.324461,71.895895,7.7,169.4,177.8,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:28:25,19.321196,71.896524,7.8,170.8,171.8,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:32:06,19.313536,71.897766,7.6,171.0,169.5,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:35:23,19.306749,71.898941,7.7,169.3,177.3,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:38:03,19.301259,71.900233,7.9,169.4,171.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:40:05,19.296756,71.900925,7.7,170.9,176.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:44:09,19.288601,71.90238,7.4,169.8,164.1,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
261316745,2026-03-15T13:47:24,19.281815,71.903762,7.9,170.4,167.4,MV TRIDENT TRADER,IMO1316745,MV6745,52,0,23.6,12.5,3.1,52
